0.000000000000000000e+00,4.653540903539999718e+00
1.000000000000000056e-01,4.711538461540000000e+00
2.000000000000000111e-01,4.705433455429999690e+00
2.999999999999999889e-01,4.705433455429999690e+00
4.000000000000000222e-01,4.693223443219999957e+00
5.000000000000000000e-01,4.699328449330000268e+00
5.999999999999999778e-01,4.656593406589999873e+00
6.999999999999999556e-01,4.681013431010000225e+00
8.000000000000000444e-01,4.656593406589999873e+00
9.000000000000000222e-01,4.714590964590000155e+00
1.000000000000000000e+00,4.711538461540000000e+00
1.100000000000000089e+00,4.699328449330000268e+00
1.199999999999999956e+00,4.708485958489999845e+00
1.300000000000000044e+00,4.665750915750000338e+00
1.399999999999999911e+00,4.705433455429999690e+00
1.500000000000000000e+00,4.699328449330000268e+00
1.600000000000000089e+00,4.714590964590000155e+00
1.699999999999999956e+00,4.681013431010000225e+00
1.800000000000000044e+00,4.711538461540000000e+00
1.899999999999999911e+00,4.693223443219999957e+00
2.000000000000000000e+00,4.690170940169999803e+00
2.100000000000000089e+00,4.693223443219999957e+00
2.200000000000000178e+00,4.671855921859999761e+00
2.299999999999999822e+00,4.653540903539999718e+00
2.399999999999999911e+00,4.687118437119999648e+00
2.500000000000000000e+00,4.696275946280000113e+00
2.600000000000000089e+00,4.754273504270000394e+00
2.700000000000000178e+00,4.714590964590000155e+00
2.799999999999999822e+00,4.711538461540000000e+00
2.899999999999999911e+00,4.720695970699999577e+00
3.000000000000000000e+00,4.729853479850000042e+00
3.100000000000000089e+00,4.708485958489999845e+00
3.200000000000000178e+00,4.708485958489999845e+00
3.299999999999999822e+00,4.696275946280000113e+00
3.399999999999999911e+00,4.687118437119999648e+00
3.500000000000000000e+00,4.632173382170000409e+00
3.600000000000000089e+00,4.705433455429999690e+00
3.700000000000000178e+00,4.668803418799999605e+00
3.799999999999999822e+00,4.696275946280000113e+00
3.899999999999999911e+00,4.687118437119999648e+00
4.000000000000000000e+00,4.662698412700000183e+00
4.099999999999999645e+00,4.662698412700000183e+00
4.200000000000000178e+00,4.665750915750000338e+00
4.299999999999999822e+00,4.641330891329999986e+00
4.400000000000000355e+00,4.677960927960000070e+00
4.500000000000000000e+00,4.629120879120000254e+00
4.599999999999999645e+00,4.677960927960000070e+00
4.700000000000000178e+00,4.638278388279999831e+00
4.799999999999999822e+00,4.671855921859999761e+00
4.900000000000000355e+00,4.659645909650000029e+00
5.000000000000000000e+00,4.671855921859999761e+00
5.099999999999999645e+00,4.644383394380000141e+00
5.200000000000000178e+00,4.681013431010000225e+00
5.299999999999999822e+00,4.714590964590000155e+00
5.400000000000000355e+00,4.739010989009999619e+00
5.500000000000000000e+00,4.717643467640000310e+00
5.599999999999999645e+00,4.711538461540000000e+00
5.700000000000000178e+00,4.693223443219999957e+00
5.799999999999999822e+00,4.729853479850000042e+00
5.900000000000000355e+00,4.757326007329999662e+00
6.000000000000000000e+00,4.659645909650000029e+00
6.099999999999999645e+00,4.754273504270000394e+00
6.200000000000000178e+00,4.717643467640000310e+00
6.299999999999999822e+00,4.742063492059999774e+00
6.400000000000000355e+00,4.745115995119999930e+00
